x,y,r,building,road,none,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
138.0,339.0,20.0,0.33,0.64,0.03,1e-05,1e-05,23.692026138305664,6.218516826629639,1e-05,1e-05,1e-05,15.439338684082031,1e-05,1e-05,18.95960235595703,44.92569351196289,1e-05,1e-05,25.88576889038086,47.34656524658203
294.0,340.0,20.0,0.55,0.45,1e-05,1e-05,1e-05,31.302663803100586,1.959856390953064,1e-05,1e-05,1e-05,28.43578338623047,1e-05,1e-05,30.534189224243164,48.15226364135742,1e-05,1e-05,35.05328369140625,57.01364517211914
467.0,142.0,20.0,0.57,0.43,1e-05,45.336570739746094,73.61338806152344,6.417001724243164,9.292190551757812,1e-05,2.3653368949890137,1e-05,9.432014465332031,1e-05,1e-05,25.758390426635742,1e-05,1e-05,1e-05,43.066795349121094,13.01138973236084
645.0,144.0,20.0,0.56,0.44,1e-05,42.800567626953125,67.35781860351562,3.7195138931274414,10.053340911865234,1e-05,3.5527079105377197,1e-05,8.263654708862305,1e-05,1e-05,24.01031494140625,1e-05,1e-05,1e-05,37.53293228149414,10.224713325500488
625.0,337.0,20.0,0.37,0.63,1e-05,1e-05,1e-05,21.699392318725586,3.2140116691589355,1e-05,1e-05,1e-05,17.59334945678711,1e-05,1e-05,21.36031723022461,41.810115814208984,1e-05,1e-05,25.687955856323242,47.50850296020508
215.0,276.0,20.0,1e-05,0.51,0.49,1e-05,1e-05,5.618466377258301,1.1955889463424683,1e-05,1e-05,1e-05,2.5364596843719482,1e-05,1e-05,9.804875373840332,22.325641632080078,1e-05,1e-05,6.901613235473633,22.963651657104492
385.0,275.0,20.0,1e-05,0.53,0.47,1e-05,1e-05,6.888324737548828,1.3392261266708374,1e-05,1e-05,1e-05,3.499436855316162,1e-05,1e-05,11.114874839782715,25.040063858032227,1e-05,1e-05,8.556251525878906,25.52076530456543
551.0,274.0,20.0,1e-05,0.5,0.5,1e-05,1e-05,6.717013835906982,1.7402862310409546,1e-05,1e-05,1e-05,2.9296669960021973,1e-05,1e-05,10.181401252746582,24.457658767700195,1e-05,1e-05,8.12169361114502,24.16062355041504
51.0,275.0,20.0,1e-05,0.5,0.5,1e-05,1e-05,6.369677543640137,1.3414291143417358,1e-05,1e-05,1e-05,3.1049017906188965,1e-05,1e-05,10.124044418334961,23.37434959411621,1e-05,1e-05,7.844350814819336,23.850263595581055
396.0,204.0,20.0,1e-05,0.6,0.4,1e-05,1e-05,2.265336751937866,2.204573154449463,1e-05,1.3834296464920044,1e-05,1e-05,1e-05,1e-05,10.431808471679688,19.457305908203125,1e-05,1e-05,1.8309123516082764,20.710031509399414
268.0,297.0,20.0,1e-05,0.73,0.27,1e-05,1e-05,6.352319240570068,1e-05,1e-05,1e-05,1e-05,7.660639762878418,1e-05,1e-05,31.620529174804688,33.28781509399414,1e-05,1e-05,10.602922439575195,34.86373519897461
121.0,187.0,20.0,1e-05,0.59,0.41,1e-05,1e-05,3.866912603378296,1e-05,1e-05,1e-05,1e-05,5.980154991149902,1e-05,1e-05,18.905559539794922,19.430654525756836,1e-05,1e-05,6.505397796630859,25.00455665588379
446.0,186.0,20.0,1e-05,0.72,0.28,1e-05,1e-05,3.5742247104644775,1e-05,1e-05,1e-05,1e-05,4.939577102661133,1e-05,1e-05,20.59683609008789,23.08595848083496,1e-05,1e-05,6.259116172790527,28.277891159057617
652.0,294.0,20.0,1e-05,0.57,0.43,1e-05,1e-05,5.469235420227051,8.781282424926758,1e-05,2.7693378925323486,1e-05,1e-05,1e-05,1e-05,3.212690830230713,21.1180362701416,1e-05,1e-05,1.8789269924163818,20.19444465637207
160.0,278.0,20.0,1e-05,0.61,0.39,1e-05,1e-05,5.088216781616211,4.898841381072998,1e-05,1.3008078336715698,1e-05,0.8423661589622498,1e-05,1e-05,4.145678520202637,19.393518447875977,1e-05,1e-05,3.021113634109497,20.31593132019043
46.0,60.0,20.0,0.59,0.03,0.39,1e-05,21.136634826660156,15.297401428222656,1e-05,1e-05,1e-05,1e-05,31.130775451660156,1e-05,1e-05,46.97373962402344,4.739879131317139,1e-05,1e-05,9.075414657592773,33.08973693847656
73.0,337.0,20.0,0.3,0.14,0.56,1e-05,6.977563858032227,9.335817337036133,1e-05,1e-05,1e-05,1e-05,22.262834548950195,1e-05,1e-05,38.185272216796875,9.748309135437012,1e-05,1e-05,6.738265514373779,26.298791885375977
215.0,447.0,20.0,0.4,0.03,0.58,21.34071922302246,56.95745086669922,16.26872444152832,0.4677795469760895,1e-05,1e-05,1e-05,25.35066032409668,1e-05,1.3369128704071045,38.13702392578125,1e-05,1e-05,1e-05,32.95173645019531,29.30820083618164
547.0,461.0,20.0,0.3,0.05,0.65,12.205546379089355,40.723140716552734,15.400742530822754,1e-05,1e-05,1e-05,1e-05,20.628562927246094,1e-05,1.8220055103302002,28.949052810668945,1e-05,1e-05,1e-05,24.111989974975586,24.74156951904297
557.0,119.0,20.0,0.3,0.08,0.62,8.221423149108887,32.44097137451172,6.920106887817383,0.02288571000099182,1e-05,1e-05,1e-05,19.546119689941406,1e-05,1.8821500539779663,32.15574645996094,1e-05,1e-05,1e-05,12.034817695617676,18.340057373046875
508.0,341.0,20.0,0.37,0.13,0.5,1e-05,0.988929033279419,32.261436462402344,11.678905487060547,1e-05,1e-05,1e-05,10.028314590454102,1e-05,1e-05,0.3898676335811615,31.785383224487305,1e-05,1e-05,28.015758514404297,36.08578109741211
70.0,444.0,20.0,0.41,0.1,0.49,15.74475383758545,52.41205978393555,25.75834083557129,1e-05,1e-05,1e-05,1e-05,13.876867294311523,1e-05,1e-05,16.308269500732422,1e-05,1e-05,1e-05,40.7422981262207,28.53632926940918
73.0,54.0,20.0,0.59,0.09,0.32,1e-05,6.657610893249512,21.79059410095215,1e-05,1e-05,1e-05,1e-05,28.887374877929688,1e-05,1e-05,33.33879470825195,19.12960433959961,1e-05,1e-05,19.84164810180664,39.989593505859375
428.0,48.0,20.0,0.59,1e-05,0.41,1e-05,9.469740867614746,23.93246841430664,1e-05,1e-05,1e-05,1e-05,28.466400146484375,1e-05,1e-05,28.970596313476562,16.428224563598633,1e-05,1e-05,20.521604537963867,38.7444953918457
635.0,450.0,20.0,0.35,1e-05,0.65,1e-05,32.63391876220703,37.87069320678711,5.14950704574585,1e-05,1e-05,1e-05,6.9503960609436035,1e-05,1e-05,0.04845438525080681,23.122114181518555,1e-05,1e-05,37.5904541015625,31.188823699951172
425.0,441.0,20.0,0.47,0.08,0.44,19.307512283325195,73.67085266113281,40.89019775390625,1e-05,1e-05,1e-05,1e-05,14.1278076171875,1e-05,1e-05,15.790946006774902,3.470501184463501,1e-05,1e-05,61.02329635620117,38.53049850463867
44.0,253.0,20.0,1e-05,0.89,0.11,1e-05,1e-05,7.954005241394043,1.4729846715927124,1e-05,1e-05,1e-05,4.190032958984375,1e-05,1e-05,13.213944435119629,31.299152374267578,1e-05,1e-05,9.34665584564209,34.934837341308594
215.0,232.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
620.0,227.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
493.0,250.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.607032299041748,1.311052680015564,1e-05,0.5046184659004211,1e-05,1.901760458946228,1e-05,1e-05,13.967856407165527,30.888315200805664,1e-05,1e-05,6.211176872253418,34.48513412475586
653.0,255.0,20.0,1e-05,0.91,0.09,1e-05,1e-05,6.821542263031006,2.5038647651672363,1e-05,0.4460824429988861,1e-05,3.062567710876465,1e-05,1e-05,9.792665481567383,28.37595558166504,1e-05,1e-05,6.600744247436523,32.742591857910156
114.0,99.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
294.0,86.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
451.0,82.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
447.0,393.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
606.0,411.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
153.0,484.0,20.0,1e-05,1e-05,1.0,0.10301655530929565,0.5734527111053467,0.32300424575805664,1e-05,0.014394909143447876,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.10367128252983093,1e-05,1e-05,0.4706650376319885,0.14567509293556213
246.0,492.0,20.0,1e-05,1e-05,1.0,1e-05,0.06043244153261185,0.4911450445652008,0.005942396819591522,1e-05,1e-05,1e-05,0.2823449969291687,1e-05,1e-05,0.30695462226867676,0.5759415030479431,1e-05,1e-05,0.5198796987533569,0.7620732188224792
140.0,28.0,20.0,1e-05,1e-05,1.0,0.10301655530929565,0.5734527111053467,0.32300424575805664,1e-05,0.014394909143447876,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.10367128252983093,1e-05,1e-05,0.4706650376319885,0.14567509293556213
388.0,162.0,20.0,1e-05,0.01,0.99,1e-05,0.040268562734127045,0.374301552772522,1e-05,1e-05,1e-05,1e-05,0.3144090175628662,1e-05,1e-05,0.49219509959220886,0.5271433591842651,1e-05,1e-05,0.4439213275909424,0.741568386554718
502.0,480.0,20.0,1e-05,0.02,0.98,1e-05,1e-05,0.19944000244140625,1e-05,1e-05,1e-05,1e-05,0.08512802422046661,1e-05,1e-05,0.39046236872673035,0.44723328948020935,1e-05,1e-05,0.2220950871706009,0.6190959215164185
