x,y,r,building,road,none,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
131.0,466.0,20.0,0.14,0.01,0.85,1e-05,18.00738525390625,20.829050064086914,5.9439897537231445,1e-05,1e-05,1e-05,0.13661567866802216,1e-05,1e-05,1e-05,16.258310317993164,1e-05,1e-05,22.97791862487793,13.68854808807373
442.0,640.0,20.0,0.52,0.01,0.47,1e-05,29.353071212768555,42.36501693725586,3.686619281768799,1e-05,1e-05,1e-05,13.276543617248535,1e-05,1e-05,1.4956108331680298,24.158632278442383,1e-05,1e-05,40.0695686340332,40.073604583740234
256.0,221.0,20.0,1e-05,0.97,0.03,1e-05,1e-05,4.572545051574707,2.2361197471618652,1e-05,1.2115272283554077,1e-05,0.3623351454734802,1e-05,1e-05,14.455327033996582,30.238265991210938,1e-05,1e-05,4.608157157897949,32.33633041381836
33.0,23.0,20.0,1e-05,0.06,0.94,1e-05,1e-05,1e-05,1.5516437292099,1e-05,1.029546856880188,1e-05,1e-05,1e-05,1e-05,2.8391318321228027,2.0612804889678955,1e-05,1e-05,1e-05,2.180767059326172
233.0,399.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
69.0,242.0,20.0,0.73,0.16,0.1,1e-05,21.748371124267578,18.216548919677734,1e-05,1e-05,1e-05,1e-05,22.48227310180664,1e-05,0.47429972887039185,26.314800262451172,3.589714527130127,1e-05,1e-05,15.555561065673828,27.83225440979004
27.0,602.0,20.0,1e-05,0.01,0.99,1e-05,0.49953940510749817,0.22468867897987366,1e-05,1e-05,1e-05,1e-05,0.6492412686347961,1e-05,1e-05,1.9741936922073364,0.4261707663536072,1e-05,1e-05,0.04579780995845795,0.9510746598243713
255.0,243.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
99.0,504.0,20.0,0.3,0.01,0.69,4.482799053192139,43.638572692871094,33.47105026245117,0.13389340043067932,1e-05,1e-05,1e-05,5.787872314453125,1e-05,1e-05,1.5929394960403442,10.972207069396973,1e-05,1e-05,39.14380645751953,26.817630767822266
385.0,671.0,20.0,0.62,0.2,0.18,33.482582092285156,69.98619079589844,16.124767303466797,2.320220470428467,1e-05,1e-05,1e-05,20.426227569580078,1e-05,1e-05,32.524723052978516,1e-05,1e-05,1e-05,44.46510314941406,27.174161911010742
252.0,625.0,20.0,1e-05,0.92,0.08,1e-05,1e-05,5.704682350158691,3.503157138824463,1e-05,1.4681509733200073,1e-05,0.5147551894187927,1e-05,1e-05,11.373976707458496,30.7993106842041,1e-05,1e-05,4.96724271774292,32.50651550292969
399.0,284.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
102.0,562.0,20.0,1.0,1e-05,1e-05,1e-05,38.68682098388672,42.90013122558594,1e-05,1e-05,1e-05,1e-05,41.16258239746094,1e-05,2.137747049331665,39.65033721923828,15.004172325134277,1e-05,1e-05,40.199745178222656,57.354705810546875
422.0,91.0,20.0,0.85,1e-05,0.15,1e-05,24.59381675720215,41.988094329833984,1e-05,1e-05,1e-05,1e-05,33.98964309692383,1e-05,1e-05,24.77787208557129,20.944751739501953,1e-05,1e-05,37.99124526977539,53.164459228515625
422.0,50.0,20.0,0.08,0.04,0.88,1e-05,1e-05,10.109210014343262,2.585756301879883,1e-05,1e-05,1e-05,4.137059211730957,1e-05,1e-05,0.3547773063182831,9.079907417297363,1e-05,1e-05,8.301725387573242,11.978327751159668
197.0,683.0,20.0,1e-05,0.43,0.57,1e-05,1e-05,1.9334701299667358,1e-05,1e-05,1e-05,1e-05,1.4540635347366333,1e-05,1e-05,6.872608661651611,11.095130920410156,1e-05,1e-05,2.607924461364746,13.393412590026855
240.0,228.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
411.0,655.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
116.0,64.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
291.0,477.0,20.0,1e-05,0.25,0.75,1e-05,1e-05,3.062044382095337,7.0652241706848145,1e-05,2.3318121433258057,1e-05,1e-05,1e-05,1.9189454317092896,3.554413318634033,14.089552879333496,1e-05,1e-05,0.7811161279678345,11.251786231994629
148.0,600.0,20.0,0.47,0.11,0.42,1e-05,18.562578201293945,30.849905014038086,1.8477567434310913,1e-05,1e-05,1e-05,12.233887672424316,1e-05,1e-05,1.7013150453567505,16.69370460510254,1e-05,1e-05,28.03274917602539,31.303478240966797
335.0,345.0,20.0,1e-05,0.02,0.98,1e-05,0.15356460213661194,0.49172502756118774,1e-05,1e-05,1e-05,1e-05,0.6520489454269409,1e-05,1e-05,1.2482866048812866,0.7921369075775146,1e-05,1e-05,0.5627540946006775,1.2076698541641235
169.0,570.0,20.0,0.91,0.06,0.03,15.323570251464844,68.3408203125,46.146583557128906,1e-05,1e-05,1e-05,1e-05,31.839147567749023,1e-05,1e-05,29.30189323425293,5.619988441467285,1e-05,1e-05,57.53131866455078,56.85276794433594
337.0,660.0,20.0,1e-05,0.04,0.96,1e-05,1e-05,1.4851669073104858,0.18472620844841003,1e-05,1e-05,1e-05,1.1954195499420166,1e-05,1e-05,0.9420556426048279,1.779951810836792,1e-05,1e-05,1.4537668228149414,2.6182491779327393
194.0,593.0,20.0,0.05,0.38,0.57,1e-05,1e-05,4.231105804443359,1e-05,1e-05,1e-05,1e-05,6.260563373565674,1e-05,1e-05,14.364617347717285,14.049748420715332,1e-05,1e-05,6.7231926918029785,18.39785385131836
76.0,539.0,20.0,0.09,0.13,0.78,1e-05,4.228555679321289,0.922835648059845,0.7661118507385254,1e-05,1e-05,1e-05,4.534600734710693,1e-05,1e-05,11.325565338134766,0.6446127891540527,1e-05,1e-05,1e-05,4.6764912605285645
201.0,443.0,20.0,1e-05,0.48,0.52,1e-05,1e-05,4.630862712860107,0.4512418806552887,1e-05,1e-05,1e-05,3.206848621368408,1e-05,1e-05,7.018091678619385,15.94651985168457,1e-05,1e-05,5.407533645629883,19.23233985900879
254.0,125.0,20.0,1e-05,0.88,0.12,1e-05,1e-05,6.189997673034668,3.95582914352417,1e-05,1.3865975141525269,1e-05,1.0877255201339722,1e-05,1e-05,9.673868179321289,30.041994094848633,1e-05,1e-05,5.153983116149902,32.121185302734375
373.0,458.0,20.0,0.55,0.16,0.29,18.891109466552734,48.332950592041016,14.487356185913086,1e-05,1e-05,1e-05,1e-05,20.700063705444336,1e-05,0.1599913388490677,28.78672981262207,1e-05,1e-05,1e-05,29.271995544433594,25.703393936157227
163.0,477.0,20.0,1e-05,1e-05,1.0,0.049998193979263306,0.45097675919532776,0.3169132471084595,1e-05,1e-05,1e-05,1e-05,0.03236224129796028,1e-05,1e-05,0.027652036398649216,0.04616556689143181,1e-05,1e-05,0.3974977731704712,0.2675977349281311
377.0,67.0,20.0,0.94,1e-05,0.06,1e-05,36.080963134765625,40.6925163269043,1e-05,1e-05,1e-05,1e-05,42.516117095947266,1e-05,2.46773362159729,45.31378936767578,15.302714347839355,1e-05,1e-05,36.657310485839844,56.16759490966797
320.0,173.0,20.0,1e-05,0.07,0.93,1e-05,0.47951868176460266,1.4257515668869019,1e-05,1e-05,1e-05,1e-05,3.915952682495117,1e-05,1e-05,8.154731750488281,2.962625741958618,1e-05,1e-05,1.4651235342025757,5.5222978591918945
287.0,346.0,20.0,1e-05,0.25,0.75,1e-05,1e-05,2.554936408996582,5.626309871673584,1e-05,1.9401891231536865,1e-05,1e-05,1e-05,1.3930200338363647,5.186413288116455,14.958765029907227,1e-05,1e-05,1.0604159832000732,11.943334579467773
106.0,272.0,20.0,1.0,1e-05,1e-05,4.5177812576293945,46.04682540893555,46.60231018066406,1e-05,1e-05,1e-05,1e-05,41.07750701904297,1e-05,1.0567744970321655,34.98514175415039,11.301493644714355,1e-05,1e-05,44.73094940185547,61.50107955932617
172.0,646.0,20.0,1e-05,0.12,0.88,1e-05,0.10144021362066269,2.4163529872894287,1e-05,1e-05,1e-05,1e-05,6.617329120635986,1e-05,1e-05,13.706713676452637,5.838238716125488,1e-05,1e-05,2.859653949737549,9.930540084838867
447.0,268.0,20.0,0.51,0.11,0.39,1e-05,23.38899803161621,32.95273971557617,1.4839690923690796,1e-05,1e-05,1e-05,12.13197135925293,1e-05,1e-05,2.433774471282959,16.256790161132812,1e-05,1e-05,30.899648666381836,32.5032844543457
213.0,85.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.483737945556641,1.1230109930038452,1e-05,0.42596372961997986,1e-05,1.873761534690857,1e-05,1e-05,14.793021202087402,31.364852905273438,1e-05,1e-05,6.277186393737793,34.75482177734375
96.0,478.0,20.0,0.94,0.01,0.05,3.62837553024292,41.85160827636719,48.26261520385742,1e-05,1e-05,1e-05,1e-05,34.25996780395508,1e-05,1e-05,23.429523468017578,13.60588264465332,1e-05,1e-05,47.15582275390625,59.66674041748047
59.0,423.0,20.0,0.53,0.28,0.19,2.8012261390686035,30.16106414794922,7.515074253082275,0.046271711587905884,1e-05,1e-05,1e-05,23.318622589111328,1e-05,2.4885737895965576,38.96192932128906,1e-05,1e-05,1e-05,7.88128662109375,21.228782653808594
75.0,602.0,20.0,0.73,0.17,0.09,2.1365113258361816,33.43915939331055,15.520891189575195,1e-05,1e-05,1e-05,1e-05,27.31064224243164,1e-05,1.4837783575057983,39.95079040527344,1e-05,1e-05,1e-05,14.552358627319336,29.373559951782227
103.0,506.0,20.0,0.21,0.01,0.78,1.9239447116851807,36.28446578979492,29.038822174072266,2.592409610748291,1e-05,1e-05,1e-05,1.863869071006775,1e-05,1e-05,1e-05,13.74413013458252,1e-05,1e-05,33.16187286376953,20.085973739624023
282.0,125.0,20.0,1e-05,0.45,0.55,1e-05,1e-05,7.0976715087890625,4.130306243896484,1e-05,0.08770973980426788,1e-05,1.1341646909713745,1e-05,1e-05,5.967947959899902,23.123979568481445,1e-05,1e-05,6.553897857666016,20.955732345581055
325.0,123.0,20.0,1e-05,0.22,0.78,1e-05,1e-05,2.1777467727661133,1e-05,1e-05,1e-05,1e-05,5.899799346923828,1e-05,1e-05,14.895819664001465,8.325927734375,1e-05,1e-05,3.5790371894836426,11.894052505493164
99.0,588.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
234.0,241.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
400.0,422.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
76.0,65.0,20.0,0.96,0.04,1e-05,2.5736608505249023,31.371261596679688,33.75522994995117,1e-05,1e-05,1e-05,1e-05,30.409732818603516,1e-05,0.2296040803194046,25.40815544128418,9.306361198425293,1e-05,1e-05,31.804054260253906,45.108184814453125
410.0,130.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
393.0,60.0,20.0,0.74,0.01,0.25,1e-05,14.50647258758545,31.15144920349121,1e-05,1e-05,1e-05,1e-05,34.62179946899414,1e-05,1e-05,34.47035217285156,19.93712043762207,1e-05,1e-05,26.78712272644043,46.9647216796875
224.0,82.0,20.0,1e-05,1.0,1e-05,1e-05,1e-05,5.4524006843566895,1.120519995689392,1e-05,0.4377339780330658,1e-05,1.858237624168396,1e-05,1e-05,14.682027816772461,31.211477279663086,1e-05,1e-05,6.206879138946533,34.666900634765625
391.0,149.0,20.0,0.99,1e-05,0.01,6.967367172241211,51.83108901977539,44.51385498046875,1e-05,1e-05,1e-05,1e-05,41.1453857421875,1e-05,2.5623042583465576,37.262664794921875,7.778601169586182,1e-05,1e-05,44.83832550048828,60.03230667114258
218.0,540.0,20.0,1e-05,0.91,0.09,1e-05,1e-05,3.9029712677001953,1e-05,1e-05,1e-05,1e-05,2.5827579498291016,1e-05,1e-05,16.683691024780273,27.15245246887207,1e-05,1e-05,5.4962077140808105,32.214210510253906
450.0,54.0,20.0,1e-05,0.03,0.97,1e-05,1e-05,0.6463355422019958,0.3732617497444153,0.024907350540161133,1e-05,1e-05,0.03905223682522774,1e-05,1e-05,0.19143067300319672,1.2104425430297852,1e-05,0.10226839780807495,0.4672566056251526,1.026031494140625
48.0,447.0,20.0,0.18,0.56,0.26,1e-05,1e-05,0.6838422417640686,1.6743940114974976,1e-05,1.3710341453552246,1e-05,0.16860954463481903,1e-05,1e-05,14.24309253692627,15.313918113708496,1e-05,1e-05,1.2876226902008057,14.478252410888672
130.0,175.0,20.0,1e-05,0.04,0.96,1e-05,1e-05,2.2494516372680664,1.9704192876815796,1e-05,0.0962727814912796,1e-05,0.0980776995420456,1e-05,0.028854265809059143,0.6214581727981567,4.155651569366455,1e-05,0.060589224100112915,1.6571104526519775,3.0757858753204346
113.0,211.0,20.0,0.82,1e-05,0.18,1e-05,23.537906646728516,32.439613342285156,1e-05,1e-05,1e-05,1e-05,40.174835205078125,1e-05,0.8325093388557434,47.34995651245117,16.008438110351562,1e-05,1e-05,26.022624969482422,49.628787994384766
417.0,172.0,20.0,0.36,0.08,0.56,10.735909461975098,46.37289047241211,27.988109588623047,1e-05,1e-05,1e-05,1e-05,10.327547073364258,1e-05,1e-05,9.525656700134277,1.956676721572876,1e-05,1e-05,38.73991394042969,27.23082160949707
380.0,604.0,20.0,1.0,1e-05,1e-05,4.917473793029785,47.187225341796875,46.06405258178711,1e-05,1e-05,1e-05,1e-05,41.99689865112305,1e-05,1.4110225439071655,36.69237518310547,10.689297676086426,1e-05,1e-05,44.296546936035156,61.54902648925781
32.0,23.0,20.0,1e-05,0.06,0.94,1e-05,1e-05,1e-05,1.5172990560531616,1e-05,1.004523754119873,1e-05,1e-05,1e-05,1e-05,2.8787660598754883,2.0322887897491455,1e-05,1e-05,1e-05,2.1635982990264893
