x,y,r,building,road,none,f1,f2,f3
165.0,521.0,20.0,0.01,0.06,0.93,0.0,14.515955924987793,4.576178550720215
128.0,169.0,20.0,0.03,0.06,0.91,0.0,4.066272258758545,3.5213537216186523
466.0,144.0,20.0,0.51,0.0,0.49,0.0,9.542802810668945,26.225826263427734
332.0,590.0,20.0,0.16,0.1,0.74,0.0,6.892640590667725,4.267879962921143
289.0,540.0,20.0,0.0,0.28,0.72,0.0,58.46583938598633,38.50914764404297
372.0,128.0,20.0,0.72,0.06,0.22,0.0,15.267156600952148,30.565471649169922
440.0,94.0,20.0,0.83,0.0,0.17,0.0,10.168498039245605,45.61221694946289
249.0,625.0,20.0,0.0,0.98,0.02,0.0,150.17611694335938,97.69515991210938
274.0,23.0,20.0,0.0,0.45,0.55,0.0,42.594268798828125,23.448904037475586
432.0,680.0,20.0,0.51,0.03,0.46,0.0,14.348795890808105,34.81309127807617
246.0,623.0,20.0,0.0,1.0,0.0,0.0,157.82858276367188,104.72413635253906
334.0,281.0,20.0,0.19,0.25,0.57,0.0,18.033353805541992,15.083654403686523
331.0,330.0,20.0,0.0,0.01,0.99,0.0,1.8183761835098267,0.7770569920539856
204.0,477.0,20.0,0.0,0.42,0.58,0.0,36.631614685058594,28.4184513092041
221.0,133.0,20.0,0.0,0.93,0.07,0.0,205.49041748046875,147.17027282714844
323.0,457.0,20.0,0.0,0.13,0.87,0.0,32.441436767578125,7.897590160369873
172.0,687.0,20.0,0.0,0.13,0.87,0.0,61.44427490234375,19.20827865600586
73.0,227.0,20.0,0.59,0.05,0.36,0.0,4.168671607971191,26.157190322875977
310.0,205.0,20.0,0.0,0.07,0.93,0.0,12.712264060974121,14.635902404785156
315.0,524.0,20.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
78.0,53.0,20.0,0.92,0.01,0.07,0.0,17.101680755615234,68.70049285888672
66.0,344.0,20.0,0.18,0.13,0.69,0.0,8.202607154846191,8.999290466308594
43.0,587.0,20.0,0.0,0.07,0.93,0.0,42.300514221191406,22.60706901550293
308.0,181.0,20.0,0.0,0.0,1.0,0.0,1.3639274835586548,0.433165967464447
346.0,554.0,20.0,0.24,0.09,0.67,0.0,0.648870050907135,6.998711585998535
303.0,447.0,20.0,0.0,0.13,0.87,0.0,14.12327766418457,7.858618259429932
79.0,249.0,20.0,0.93,0.06,0.01,0.0,23.752840042114258,62.14537048339844
429.0,577.0,20.0,0.48,0.02,0.51,0.0,4.609473705291748,27.07906723022461
150.0,73.0,20.0,1.0,0.0,0.0,0.0,26.278642654418945,71.29337310791016
328.0,265.0,20.0,0.2,0.43,0.37,0.0,35.331974029541016,19.909454345703125
77.0,299.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
154.0,287.0,20.0,0.02,0.09,0.89,0.0,6.578127384185791,1.996964693069458
193.0,350.0,20.0,0.0,0.32,0.68,0.0,88.08287048339844,78.37715911865234
249.0,631.0,20.0,0.0,0.98,0.02,0.0,148.8441162109375,96.57003784179688
118.0,27.0,20.0,0.48,0.0,0.52,0.0,4.517172336578369,32.014556884765625
370.0,101.0,20.0,0.98,0.01,0.01,0.0,27.184804916381836,65.69568634033203
441.0,75.0,20.0,0.26,0.0,0.74,0.0,2.092641830444336,11.77354621887207
328.0,373.0,20.0,0.0,0.03,0.97,0.0,3.863518476486206,3.414860963821411
293.0,575.0,20.0,0.0,0.8,0.2,0.0,85.35857391357422,55.21336364746094
433.0,327.0,20.0,0.56,0.07,0.37,0.0,34.62099838256836,66.43756866455078
229.0,383.0,20.0,0.0,1.0,0.0,0.0,156.50204467773438,104.28364562988281
418.0,409.0,20.0,0.98,0.0,0.02,0.0,21.095657348632812,61.64789581298828
435.0,425.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
128.0,481.0,20.0,0.1,0.01,0.9,0.0,3.609476089477539,6.281763553619385
218.0,258.0,20.0,0.01,0.99,0.0,0.0,133.93865966796875,94.03496551513672
40.0,501.0,20.0,0.0,0.12,0.88,0.0,37.588111877441406,6.770933628082275
146.0,662.0,20.0,0.13,0.21,0.66,0.0,19.135583877563477,26.983495712280273
340.0,273.0,20.0,0.45,0.23,0.32,0.0,13.266453742980957,18.826629638671875
165.0,96.0,20.0,0.33,0.33,0.34,0.0,48.36737060546875,55.39491653442383
219.0,370.0,20.0,0.0,0.93,0.07,0.0,156.11463928222656,112.0398178100586
62.0,200.0,20.0,0.0,0.02,0.98,0.0,6.497817516326904,5.801916122436523
240.0,52.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
93.0,585.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
381.0,244.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
442.0,429.0,20.0,1.0,0.0,0.0,0.0,24.100797653198242,65.58389282226562
247.0,640.0,20.0,0.0,1.0,0.0,0.0,157.00747680664062,104.27178955078125
171.0,60.0,20.0,0.91,0.07,0.02,0.0,17.80998992919922,50.550331115722656
175.0,452.0,20.0,0.0,0.19,0.81,0.0,80.50730895996094,20.498655319213867
35.0,551.0,20.0,0.0,0.0,1.0,0.0,9.846120834350586,8.97836685180664
289.0,394.0,20.0,0.0,0.54,0.46,0.0,60.531089782714844,37.999656677246094
307.0,72.0,20.0,0.0,0.67,0.33,0.0,92.9748306274414,80.8831787109375
26.0,194.0,20.0,0.0,0.02,0.98,0.0,3.27966570854187,0.7339397072792053
126.0,45.0,20.0,0.95,0.0,0.05,0.0,13.715944290161133,46.49896240234375
387.0,130.0,20.0,1.0,0.0,0.0,0.0,26.249637603759766,70.08048248291016
120.0,178.0,20.0,0.0,0.04,0.96,0.0,18.453941345214844,3.9274191856384277
25.0,85.0,20.0,0.0,0.25,0.75,0.0,73.7334213256836,68.15750885009766
107.0,599.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
259.0,360.0,20.0,0.0,0.76,0.24,0.0,93.89551544189453,55.766517639160156
29.0,403.0,20.0,0.0,0.01,0.99,0.0,4.573855876922607,2.0748753547668457
38.0,420.0,20.0,0.01,0.23,0.76,0.0,55.12712097167969,53.33797073364258
311.0,675.0,20.0,0.0,0.05,0.95,0.0,11.696702003479004,3.745356321334839
322.0,368.0,20.0,0.0,0.0,1.0,0.0,5.3629255294799805,4.8955979347229
173.0,552.0,20.0,0.81,0.01,0.18,0.0,9.850625991821289,43.3561897277832
87.0,635.0,20.0,0.97,0.03,0.0,0.0,25.24468231201172,59.31092071533203
241.0,29.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
290.0,430.0,20.0,0.0,0.41,0.59,0.0,57.64169692993164,31.177629470825195
30.0,215.0,20.0,0.0,0.0,1.0,0.0,3.531015157699585,3.001798391342163
365.0,454.0,20.0,0.43,0.25,0.31,0.0,20.30999183654785,30.049589157104492
57.0,501.0,20.0,0.0,0.46,0.54,0.0,105.1755142211914,29.856708526611328
245.0,412.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
405.0,678.0,20.0,0.81,0.16,0.03,0.0,38.1861572265625,66.5850830078125
101.0,235.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
80.0,291.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
253.0,137.0,20.0,0.0,0.87,0.13,0.0,115.19294738769531,70.8689193725586
422.0,692.0,20.0,0.41,0.11,0.48,0.0,32.713165283203125,53.306495666503906
256.0,458.0,20.0,0.0,0.84,0.16,0.0,107.73062133789062,65.32096099853516
115.0,432.0,20.0,0.92,0.02,0.06,0.0,32.83849334716797,78.5760269165039
270.0,330.0,20.0,0.0,0.59,0.41,0.0,69.77439880371094,42.851654052734375
194.0,293.0,20.0,0.0,0.36,0.64,0.0,112.13825988769531,93.05719757080078
328.0,444.0,20.0,0.0,0.26,0.74,0.0,55.74205017089844,38.479148864746094
476.0,375.0,20.0,0.0,0.0,1.0,0.0,4.492189407348633,4.205408573150635
377.0,582.0,20.0,1.0,0.0,0.0,0.0,25.241275787353516,68.85942840576172
422.0,111.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
399.0,602.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
204.0,513.0,20.0,0.0,0.59,0.41,0.0,86.77751159667969,63.126121520996094
86.0,218.0,20.0,0.67,0.03,0.3,0.0,5.8835368156433105,45.63629150390625
443.0,182.0,20.0,0.1,0.12,0.78,0.0,11.796182632446289,11.830791473388672
104.0,382.0,20.0,0.8,0.01,0.19,0.0,9.370664596557617,57.09162521362305
116.0,547.0,20.0,0.83,0.07,0.1,0.0,8.435014724731445,48.33250427246094
21.0,172.0,20.0,0.0,0.03,0.97,0.0,3.4538116455078125,0.6512947082519531
286.0,192.0,20.0,0.0,0.28,0.72,0.0,58.88093185424805,40.421993255615234
244.0,357.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
459.0,155.0,20.0,0.61,0.03,0.36,0.0,26.53708839416504,56.718589782714844
62.0,574.0,20.0,0.38,0.24,0.38,0.0,6.952803134918213,4.678525447845459
443.0,670.0,20.0,0.29,0.02,0.69,0.0,4.578228950500488,12.22489070892334
113.0,187.0,20.0,0.12,0.0,0.88,0.0,0.238804891705513,4.9085373878479
110.0,478.0,20.0,0.61,0.02,0.37,0.0,19.55169677734375,45.04571533203125
384.0,488.0,20.0,0.42,0.26,0.32,0.0,31.970792770385742,40.36516189575195
158.0,621.0,20.0,0.02,0.03,0.95,0.0,1.0003348588943481,1.952425241470337
360.0,209.0,20.0,0.73,0.0,0.27,0.0,7.921853065490723,49.59198760986328
436.0,223.0,20.0,0.37,0.0,0.63,0.0,3.650322675704956,21.871427536010742
439.0,101.0,20.0,0.98,0.0,0.02,0.0,19.636343002319336,57.70592498779297
254.0,313.0,20.0,0.0,0.89,0.11,0.0,115.31069946289062,71.69020080566406
307.0,647.0,20.0,0.0,0.01,0.99,0.0,1.8756035566329956,0.7756560444831848
162.0,216.0,20.0,0.72,0.0,0.28,0.0,7.802311420440674,38.182090759277344
48.0,44.0,20.0,0.08,0.21,0.7,0.0,15.602806091308594,15.653632164001465
202.0,42.0,20.0,0.05,0.76,0.19,0.0,135.303466796875,103.78319549560547
80.0,620.0,20.0,0.9,0.1,0.0,0.0,14.665374755859375,35.789913177490234
158.0,38.0,20.0,0.42,0.01,0.56,0.0,4.088767051696777,25.16529655456543
433.0,417.0,20.0,1.0,0.0,0.0,0.0,25.145587921142578,68.68547058105469
391.0,413.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
247.0,574.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
384.0,484.0,20.0,0.49,0.22,0.3,0.0,26.98885154724121,38.628273010253906
30.0,465.0,20.0,0.0,0.21,0.79,0.0,65.72199249267578,12.143287658691406
76.0,579.0,20.0,0.82,0.11,0.07,0.0,14.780007362365723,34.36994171142578
99.0,286.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
313.0,664.0,20.0,0.0,0.03,0.97,0.0,12.818359375,12.141583442687988
268.0,189.0,20.0,0.0,0.59,0.41,0.0,69.77153778076172,43.03055191040039
111.0,26.0,20.0,0.46,0.0,0.54,0.0,4.143063545227051,29.632970809936523
444.0,228.0,20.0,0.46,0.0,0.54,0.0,4.381318092346191,26.59697914123535
364.0,158.0,20.0,0.27,0.18,0.55,0.0,4.8098554611206055,4.6963934898376465
109.0,275.0,20.0,0.99,0.0,0.01,0.0,26.935327529907227,71.78186798095703
298.0,655.0,20.0,0.0,0.17,0.83,0.0,24.98930549621582,13.638750076293945
198.0,226.0,20.0,0.7,0.26,0.04,0.0,3.127302885055542,32.11296081542969
89.0,663.0,20.0,0.41,0.34,0.25,0.0,24.43845558166504,35.20595169067383
276.0,526.0,20.0,0.0,0.47,0.53,0.0,41.42724609375,24.115232467651367
232.0,156.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
359.0,607.0,20.0,0.94,0.03,0.04,0.0,21.165489196777344,53.693870544433594
208.0,67.0,20.0,0.0,1.0,0.0,0.0,152.9608154296875,101.78606414794922
38.0,628.0,20.0,0.0,0.2,0.8,0.0,77.66039276123047,28.058523178100586
447.0,55.0,20.0,0.0,0.03,0.97,0.0,7.003316402435303,2.294121503829956
308.0,234.0,20.0,0.0,0.48,0.52,0.0,51.58921813964844,31.40776252746582
261.0,318.0,20.0,0.0,0.7,0.3,0.0,83.4671859741211,48.853328704833984
130.0,396.0,20.0,0.99,0.0,0.01,0.0,23.061290740966797,63.0189208984375
332.0,135.0,20.0,0.0,0.21,0.79,0.0,58.661399841308594,13.139738082885742
208.0,384.0,20.0,0.0,0.93,0.07,0.0,138.00540161132812,95.6688461303711
484.0,218.0,20.0,0.0,0.02,0.98,0.0,8.484659194946289,2.140503406524658
235.0,445.0,20.0,0.0,0.97,0.03,0.0,183.05264282226562,125.49618530273438
197.0,533.0,20.0,0.06,0.46,0.49,0.0,113.02928924560547,96.73344421386719
140.0,528.0,20.0,0.22,0.05,0.73,0.0,0.8053260445594788,5.433852672576904
124.0,247.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
316.0,452.0,20.0,0.0,0.08,0.92,0.0,14.920738220214844,8.605466842651367
64.0,36.0,20.0,0.27,0.07,0.66,0.0,0.3442375659942627,5.836416721343994
48.0,298.0,20.0,0.39,0.17,0.43,0.0,1.0624147653579712,4.20119571685791
451.0,211.0,20.0,0.01,0.03,0.96,0.0,1.896411418914795,0.296941876411438
434.0,537.0,20.0,0.0,0.01,0.99,0.0,1.7114328145980835,0.3799095153808594
291.0,650.0,20.0,0.0,0.21,0.79,0.0,37.71641159057617,22.43524169921875
464.0,574.0,20.0,0.0,0.0,1.0,0.0,0.22010307013988495,0.9518964886665344
235.0,357.0,20.0,0.0,0.98,0.02,0.0,155.8984375,107.73816680908203
480.0,677.0,20.0,0.0,0.18,0.82,0.0,39.512969970703125,38.14946746826172
269.0,405.0,20.0,0.0,0.98,0.02,0.0,150.8223114013672,99.7957992553711
313.0,615.0,20.0,0.0,0.03,0.97,0.0,11.691451072692871,11.902020454406738
281.0,398.0,20.0,0.0,0.74,0.26,0.0,81.57675170898438,52.17323684692383
146.0,27.0,20.0,0.24,0.0,0.76,0.0,2.8023059368133545,13.372177124023438
248.0,99.0,20.0,0.0,1.0,0.0,0.0,155.84120178222656,103.2018814086914
379.0,94.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
211.0,576.0,20.0,0.0,0.94,0.06,0.0,186.40701293945312,133.15072631835938
29.0,248.0,20.0,0.0,0.16,0.84,0.0,45.5088005065918,11.040451049804688
398.0,346.0,20.0,0.29,0.14,0.57,0.0,32.08875274658203,44.15882873535156
64.0,668.0,20.0,0.0,0.62,0.38,0.0,168.0222625732422,47.99378967285156
290.0,532.0,20.0,0.0,0.27,0.73,0.0,56.42386245727539,35.61466598510742
72.0,658.0,20.0,0.23,0.7,0.07,0.0,67.52832794189453,47.83356857299805
44.0,80.0,20.0,0.06,0.57,0.38,0.0,63.50849533081055,45.45830535888672
320.0,559.0,20.0,0.0,0.19,0.81,0.0,29.330965042114258,26.928525924682617
123.0,692.0,20.0,0.0,0.02,0.98,0.0,6.663091659545898,0.3178156018257141
242.0,648.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
440.0,268.0,20.0,0.7,0.07,0.23,0.0,24.05581283569336,51.85174560546875
313.0,673.0,20.0,0.0,0.05,0.95,0.0,11.438056945800781,2.5526771545410156
395.0,505.0,20.0,0.22,0.27,0.51,0.0,26.23493194580078,20.519062042236328
242.0,150.0,20.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
72.0,656.0,20.0,0.27,0.67,0.06,0.0,63.992088317871094,47.38606262207031
137.0,508.0,20.0,0.0,0.01,0.99,0.0,2.3160436153411865,1.439659833908081
127.0,468.0,20.0,0.22,0.02,0.76,0.0,4.69719934463501,12.350963592529297
48.0,117.0,20.0,0.22,0.51,0.28,0.0,40.75482940673828,23.678924560546875
129.0,103.0,20.0,0.77,0.07,0.16,0.0,32.3758430480957,70.34671783447266
100.0,353.0,20.0,0.04,0.05,0.91,0.0,5.056674957275391,4.648199558258057
354.0,493.0,20.0,0.0,0.02,0.98,0.0,8.34065055847168,1.2073452472686768
81.0,524.0,20.0,0.0,0.05,0.95,0.0,18.051437377929688,5.0033063888549805
131.0,251.0,20.0,1.0,0.0,0.0,0.0,26.080347061157227,71.06993103027344
208.0,193.0,20.0,0.0,0.64,0.36,0.0,94.84859466552734,72.90375518798828
180.0,96.0,20.0,0.12,0.64,0.24,0.0,94.11505889892578,78.63993835449219
384.0,192.0,20.0,0.25,0.02,0.73,0.0,1.592809796333313,10.895463943481445
428.0,289.0,20.0,0.85,0.01,0.14,0.0,12.786031723022461,34.44841003417969
476.0,382.0,20.0,0.0,0.01,0.99,0.0,3.4018824100494385,2.5775692462921143
34.0,618.0,20.0,0.0,0.14,0.86,0.0,30.373401641845703,26.197847366333008
371.0,625.0,20.0,0.95,0.05,0.01,0.0,26.042911529541016,59.41691207885742
438.0,590.0,20.0,0.71,0.02,0.27,0.0,6.973258972167969,26.27528953552246
282.0,67.0,20.0,0.0,0.66,0.34,0.0,71.1025161743164,54.024391174316406
34.0,94.0,20.0,0.0,0.45,0.55,0.0,116.1138916015625,59.76675033569336
347.0,356.0,20.0,0.0,0.07,0.93,0.0,16.551464080810547,2.87292218208313
407.0,541.0,20.0,0.0,0.0,1.0,0.0,0.6223635673522949,0.046219125390052795
21.0,353.0,20.0,0.0,0.04,0.96,0.0,8.731087684631348,1.7044371366500854
74.0,562.0,20.0,0.56,0.21,0.22,0.0,3.6571717262268066,23.32442283630371
395.0,248.0,20.0,1.0,0.0,0.0,0.0,25.65129280090332,69.65526580810547
107.0,429.0,20.0,1.0,0.0,0.0,0.0,26.924335479736328,71.89754486083984
332.0,603.0,20.0,0.16,0.14,0.7,0.0,8.49235725402832,5.322706699371338
35.0,561.0,20.0,0.0,0.02,0.98,0.0,6.516282558441162,2.1359002590179443
125.0,280.0,20.0,0.7,0.05,0.25,0.0,37.2960319519043,76.67452239990234
192.0,343.0,20.0,0.0,0.27,0.73,0.0,81.72936248779297,66.55524444580078
116.0,555.0,20.0,1.0,0.0,0.0,0.0,22.399425506591797,67.09014892578125
120.0,95.0,20.0,0.99,0.0,0.01,0.0,27.725265502929688,72.15914916992188
135.0,595.0,20.0,0.89,0.04,0.08,0.0,26.666595458984375,63.30308532714844
166.0,116.0,20.0,0.0,0.12,0.88,0.0,36.723079681396484,6.85180139541626
