x,y,r,building,road,none,f1,f2,f3
1430.0,1510.0,75.0,0.37,0.0,0.63,0.0,3.6141817569732666,14.314608573913574
1502.0,1693.0,75.0,0.58,0.0,0.42,0.0,6.625789165496826,20.47835350036621
750.0,1836.0,75.0,0.65,0.0,0.35,0.0,36.86923599243164,71.27570343017578
420.0,1490.0,75.0,0.12,0.01,0.87,0.0,2.443293809890747,1.5864125490188599
583.0,1811.0,75.0,0.05,0.01,0.94,0.0,2.49959135055542,1.3986270427703857
