x,y,r,building,road,none,f1,f2,f3
1128.0,860.0,75.0,0.0,0.0,1.0,0.0,2.207505941390991,1.5096735954284668
525.0,1534.0,75.0,0.69,0.02,0.29,0.0,17.035152435302734,33.97972106933594
1506.0,995.0,75.0,0.0,0.06,0.94,0.0,21.109161376953125,7.585793495178223
961.0,1474.0,75.0,0.0,0.27,0.73,0.0,34.73148727416992,18.678367614746094
741.0,1442.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
1345.0,316.0,75.0,0.0,0.45,0.55,0.0,170.2369384765625,40.538204193115234
1009.0,1844.0,75.0,0.0,0.46,0.54,0.0,178.63966369628906,45.39515686035156
1208.0,601.0,75.0,0.0,0.0,1.0,0.0,12.720840454101562,4.238160610198975
205.0,1136.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
855.0,516.0,75.0,0.0,0.05,0.95,0.0,15.879103660583496,1.3382964134216309
625.0,564.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
872.0,1306.0,75.0,0.0,1.0,0.0,0.0,151.532470703125,99.8493881225586
484.0,1643.0,75.0,0.04,0.01,0.95,0.0,2.894979953765869,0.6968218684196472
1751.0,1037.0,75.0,0.0,0.43,0.57,0.0,46.636634826660156,27.63623046875
1579.0,1368.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1010.0,1235.0,75.0,0.0,0.83,0.17,0.0,121.66679382324219,71.33222198486328
226.0,1112.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
895.0,1143.0,75.0,0.0,0.8,0.2,0.0,104.2948989868164,82.04283142089844
295.0,1253.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
890.0,283.0,75.0,0.0,0.97,0.03,0.0,179.01065063476562,122.5430679321289
1225.0,682.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
975.0,1044.0,75.0,0.0,0.25,0.75,0.0,38.205718994140625,42.103824615478516
1366.0,1876.0,75.0,0.84,0.02,0.14,0.0,19.782730102539062,43.04831314086914
555.0,176.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
667.0,1647.0,75.0,0.96,0.04,0.0,0.0,20.35407257080078,69.48632049560547
729.0,938.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1492.0,758.0,75.0,0.0,0.83,0.17,0.0,167.8945770263672,126.90265655517578
892.0,939.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
815.0,1988.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1163.0,1541.0,75.0,0.25,0.03,0.72,0.0,0.9277403354644775,16.341264724731445
833.0,904.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1398.0,1959.0,75.0,0.34,0.14,0.52,0.0,52.66612243652344,73.83832550048828
1144.0,1487.0,75.0,0.02,0.0,0.98,0.0,0.8260526657104492,1.1449534893035889
523.0,1860.0,75.0,0.0,0.0,1.0,0.0,0.9648033380508423,0.12675689160823822
1840.0,1858.0,75.0,0.0,0.12,0.88,0.0,34.232234954833984,12.800230979919434
1274.0,1569.0,75.0,0.95,0.01,0.05,0.0,21.06072998046875,78.44794464111328
1625.0,1133.0,75.0,0.0,0.01,0.99,0.0,5.637091636657715,0.44416195154190063
1812.0,1624.0,75.0,0.0,0.45,0.55,0.0,94.48023223876953,63.961448669433594
283.0,440.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
484.0,593.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1470.0,801.0,75.0,0.0,0.83,0.17,0.0,139.7838134765625,107.86309051513672
1208.0,515.0,75.0,0.0,0.34,0.66,0.0,67.29418182373047,30.013437271118164
1250.0,1125.0,75.0,0.0,0.41,0.59,0.0,64.87266540527344,26.82280921936035
1483.0,620.0,75.0,0.0,0.72,0.28,0.0,187.26162719726562,155.67738342285156
555.0,1326.0,75.0,0.46,0.53,0.0,0.0,112.22453308105469,8.949895858764648
1183.0,348.0,75.0,0.0,0.3,0.7,0.0,34.48578643798828,19.96696662902832
161.0,1728.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1582.0,75.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
437.0,205.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
339.0,963.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
623.0,1127.0,75.0,0.0,0.24,0.76,0.0,40.42874526977539,44.41523742675781
756.0,191.0,75.0,0.0,0.42,0.58,0.0,145.81686401367188,34.12641906738281
1269.0,1325.0,75.0,0.0,0.0,1.0,0.0,0.907130777835846,0.13702930510044098
1589.0,100.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
414.0,1469.0,75.0,0.15,0.0,0.84,0.0,2.7829103469848633,2.0596635341644287
1305.0,296.0,75.0,0.0,0.21,0.79,0.0,74.79920196533203,13.423799514770508
1368.0,1773.0,75.0,1.0,0.0,0.0,0.0,26.282197952270508,70.74707794189453
1258.0,1229.0,75.0,0.0,0.0,1.0,0.0,3.297887086868286,0.9689751267433167
477.0,1266.0,75.0,0.2,0.58,0.23,0.0,72.61165618896484,39.91468811035156
565.0,1450.0,75.0,0.93,0.07,0.0,0.0,17.533475875854492,70.2753677368164
1411.0,1104.0,75.0,0.0,0.0,1.0,0.0,3.374037504196167,0.921266496181488
1455.0,303.0,75.0,0.0,0.48,0.52,0.0,50.307979583740234,29.676485061645508
1214.0,113.0,75.0,0.0,0.04,0.96,0.0,17.775279998779297,1.7908563613891602
938.0,647.0,75.0,0.0,0.06,0.94,0.0,16.240802764892578,1.4956927299499512
129.0,614.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1323.0,1856.0,75.0,0.6,0.04,0.36,0.0,13.54959487915039,27.650306701660156
1626.0,662.0,75.0,0.0,0.26,0.74,0.0,29.06092071533203,17.030223846435547
146.0,800.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
238.0,1085.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
554.0,1694.0,75.0,0.27,0.01,0.72,0.0,4.1551995277404785,4.990140438079834
1312.0,1847.0,75.0,0.55,0.06,0.39,0.0,11.370555877685547,23.23830223083496
124.0,1154.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1816.0,903.0,75.0,0.0,0.0,1.0,0.0,0.9518746137619019,0.16388441622257233
1105.0,1799.0,75.0,0.0,0.74,0.26,0.0,84.60993957519531,61.910491943359375
232.0,1374.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
510.0,595.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
587.0,1369.0,75.0,0.46,0.54,0.0,0.0,82.84771728515625,9.873327255249023
938.0,951.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1157.0,331.0,75.0,0.0,0.45,0.55,0.0,55.145469665527344,33.188968658447266
923.0,1405.0,75.0,0.0,0.63,0.37,0.0,77.56656646728516,43.49821090698242
1081.0,1016.0,75.0,0.0,0.36,0.64,0.0,51.753196716308594,54.0140380859375
997.0,859.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1086.0,940.0,75.0,0.0,0.02,0.98,0.0,22.436931610107422,22.21477699279785
1523.0,489.0,75.0,0.0,0.53,0.47,0.0,59.81714630126953,35.55424118041992
1711.0,1252.0,75.0,0.0,0.26,0.74,0.0,105.36200714111328,24.065685272216797
1087.0,1713.0,75.0,0.0,0.32,0.68,0.0,33.669090270996094,20.30274200439453
1044.0,587.0,75.0,0.0,0.48,0.52,0.0,94.74066162109375,32.787330627441406
284.0,829.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
125.0,1197.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1830.0,2001.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1557.0,1181.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1505.0,754.0,75.0,0.0,0.9,0.1,0.0,186.62371826171875,133.26300048828125
1122.0,1451.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
800.0,1590.0,75.0,0.0,1.0,0.0,0.0,155.13363647460938,101.86527252197266
1536.0,1271.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
772.0,582.0,75.0,0.0,0.0,1.0,0.0,0.9060258865356445,0.13654513657093048
855.0,736.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
369.0,297.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1062.0,1391.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1183.0,1849.0,75.0,0.0,0.62,0.38,0.0,80.81633758544922,45.154075622558594
244.0,1394.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
624.0,210.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
548.0,550.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
192.0,1767.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1244.0,1292.0,75.0,0.0,0.0,1.0,0.0,0.9231560826301575,0.14474119246006012
221.0,426.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1678.0,1262.0,75.0,0.0,0.03,0.97,0.0,19.10552978515625,4.50649881362915
454.0,827.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1003.0,1747.0,75.0,0.0,0.79,0.21,0.0,195.79025268554688,115.40164947509766
810.0,1948.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1072.0,1676.0,75.0,0.0,0.27,0.73,0.0,31.12021255493164,19.838220596313477
645.0,1130.0,75.0,0.0,0.32,0.68,0.0,49.49726104736328,54.277008056640625
697.0,1282.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
1132.0,1167.0,75.0,0.0,0.54,0.46,0.0,71.01239013671875,44.57292175292969
1152.0,853.0,75.0,0.0,0.0,1.0,0.0,13.323705673217773,13.152738571166992
86.0,1265.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
735.0,196.0,75.0,0.0,0.25,0.75,0.0,66.3866958618164,10.626331329345703
502.0,1055.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
273.0,1798.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1068.0,448.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
688.0,348.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
341.0,1015.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1132.0,2004.0,75.0,0.0,0.8,0.2,0.0,196.73451232910156,144.72756958007812
1618.0,1041.0,75.0,0.0,0.24,0.76,0.0,67.65679168701172,12.428804397583008
514.0,155.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
234.0,987.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
384.0,1033.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1126.0,943.0,75.0,0.0,0.16,0.84,0.0,35.79835891723633,36.66434860229492
801.0,1424.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
475.0,837.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
436.0,1552.0,75.0,0.03,0.02,0.96,0.0,3.8072316646575928,0.6807392239570618
373.0,1208.0,75.0,0.0,0.02,0.98,0.0,20.963836669921875,21.361515045166016
355.0,1901.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
528.0,1360.0,75.0,0.82,0.18,0.0,0.0,4.819061756134033,53.75214385986328
1368.0,1383.0,75.0,0.0,0.0,1.0,0.0,1.2958179712295532,0.7220147252082825
483.0,560.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1390.0,280.0,75.0,0.0,0.76,0.24,0.0,166.10548400878906,108.2951889038086
1192.0,1370.0,75.0,0.0,0.0,1.0,0.0,0.9057939648628235,0.13141559064388275
1182.0,723.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1705.0,1272.0,75.0,0.0,0.19,0.81,0.0,90.33946228027344,20.840457916259766
789.0,1386.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
637.0,358.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1203.0,1908.0,75.0,0.0,0.37,0.63,0.0,45.00352478027344,24.975236892700195
1689.0,1814.0,75.0,0.0,0.24,0.76,0.0,45.719913482666016,44.4737663269043
124.0,1300.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1049.0,459.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
1748.0,1556.0,75.0,0.0,0.07,0.93,0.0,43.795928955078125,10.393961906433105
1231.0,669.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1451.0,82.0,75.0,0.0,0.01,0.99,0.0,3.8327584266662598,3.1369504928588867
423.0,766.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
99.0,1164.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
375.0,773.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
183.0,443.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1021.0,1704.0,75.0,0.0,0.74,0.26,0.0,98.3001937866211,61.29798126220703
1418.0,1024.0,75.0,0.0,0.26,0.74,0.0,46.23972702026367,15.127336502075195
320.0,1302.0,75.0,0.0,0.05,0.95,0.0,7.7270941734313965,2.242534875869751
1783.0,1719.0,75.0,0.0,0.47,0.53,0.0,116.02009582519531,85.13712310791016
744.0,103.0,75.0,0.0,0.65,0.35,0.0,229.6187744140625,64.16848754882812
1432.0,1976.0,75.0,0.2,0.35,0.45,0.0,59.95664596557617,71.5431137084961
1516.0,661.0,75.0,0.0,0.94,0.06,0.0,188.29534912109375,130.43191528320312
907.0,1171.0,75.0,0.0,0.98,0.02,0.0,140.88308715820312,97.99925994873047
862.0,1632.0,75.0,0.0,1.0,0.0,0.0,157.3682861328125,104.41924285888672
1227.0,1423.0,75.0,0.0,0.0,1.0,0.0,0.6457212567329407,0.07631416618824005
1058.0,257.0,75.0,0.0,0.88,0.12,0.0,119.7711410522461,78.79969024658203
912.0,810.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
183.0,925.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1744.0,659.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1026.0,1531.0,75.0,0.0,0.02,0.98,0.0,6.509799480438232,6.396665096282959
291.0,912.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
757.0,1966.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1849.0,235.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1023.0,1837.0,75.0,0.0,0.6,0.4,0.0,216.3437957763672,58.836788177490234
1154.0,727.0,75.0,0.0,0.0,1.0,0.0,0.9108164310455322,0.14342935383319855
1602.0,1087.0,75.0,0.0,0.03,0.97,0.0,11.66519546508789,1.0457444190979004
766.0,295.0,75.0,0.0,0.14,0.86,0.0,42.35228729248047,6.114037036895752
1751.0,381.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1374.0,997.0,75.0,0.0,0.47,0.53,0.0,106.6111068725586,56.036598205566406
1501.0,1404.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
518.0,1638.0,75.0,0.24,0.01,0.75,0.0,3.6275370121002197,3.7156779766082764
492.0,1168.0,75.0,0.0,0.17,0.83,0.0,39.55049514770508,41.25843048095703
1224.0,506.0,75.0,0.0,0.26,0.74,0.0,50.26164245605469,22.68770408630371
856.0,1080.0,75.0,0.0,0.23,0.77,0.0,37.143070220947266,42.04167938232422
331.0,1038.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
1310.0,1954.0,75.0,0.12,0.02,0.85,0.0,3.4974777698516846,2.7868294715881348
211.0,932.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
515.0,1485.0,75.0,0.8,0.02,0.19,0.0,20.201950073242188,42.471885681152344
1199.0,1538.0,75.0,0.45,0.02,0.53,0.0,3.1588640213012695,41.50798416137695
1314.0,941.0,75.0,0.0,0.76,0.24,0.0,123.46588897705078,82.27047729492188
1748.0,236.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
450.0,806.0,75.0,0.0,0.0,1.0,0.0,0.9095358848571777,0.13839028775691986
