x,y,r,building,road,none,f1,f2,f3
1864.0,1775.0,75.0,0.0,0.18,0.82,0.0,30.850502014160156,15.004007339477539
779.0,1120.0,75.0,0.0,0.46,0.54,0.0,74.68276977539062,83.22217559814453
1075.0,1660.0,75.0,0.0,0.2,0.8,0.0,20.37078285217285,13.941482543945312
570.0,1135.0,75.0,0.0,0.17,0.83,0.0,35.09880447387695,39.760536193847656
1032.0,1165.0,75.0,0.0,0.77,0.23,0.0,83.1593246459961,56.05246353149414
