x,y,r,building,road,none,f1,f2,f3
934.0,1733.0,75.0,0.0,0.79,0.21,0.0,116.96208190917969,68.60607147216797
1843.0,1251.0,75.0,0.0,0.56,0.44,0.0,70.07547760009766,37.745216369628906
1138.0,1784.0,75.0,0.0,0.59,0.41,0.0,72.42032623291016,72.0611343383789
1324.0,2025.0,75.0,0.0,0.38,0.62,0.0,33.84249496459961,34.49358367919922
1554.0,878.0,75.0,0.0,0.84,0.16,0.0,163.93759155273438,110.83159637451172
