x,y,r,building,road,none,f1,f2,f3
494.0,1244.0,75.0,0.09,0.63,0.28,0.0,88.5174789428711,69.6589126586914
375.0,1314.0,75.0,0.08,0.23,0.69,0.0,51.269195556640625,7.285318851470947
673.0,1829.0,75.0,0.52,0.0,0.48,0.0,18.73046875,35.477020263671875
1152.0,1573.0,75.0,0.27,0.03,0.71,0.0,1.5134965181350708,10.644667625427246
1565.0,1824.0,75.0,0.53,0.0,0.47,0.0,9.485546112060547,27.37084197998047
