x,y,r,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
31,131,25,0.0,0.0,0.046655644,0.0,0.0,0.0,0.0,0.1252048,0.0,0.0,0.31498906,0.17957379,0.0,0.0,0.07736575,0.25621095
165,497,25,0.0,0.0,0.03520995,0.0,0.0,0.0,0.0,0.13560344,0.0,0.0,0.36927933,0.15932114,0.0,0.0,0.052442197,0.24814393
375,434,25,0.036080185,0.19794676,0.13260198,0.0,0.0,0.0,0.0,0.13730589,0.0,0.012172987,0.13820717,0.011365584,0.0,0.0,0.14440066,0.18991879
421,308,25,0.008193658,0.13468434,0.1876392,0.0,0.0,0.0,0.0,0.124798074,0.0,0.0,0.072501846,0.06791141,0.0,0.0,0.17657669,0.22769475
40,67,25,0.0,0.0,0.023179365,0.0,0.0,0.0,0.0,0.080592185,0.0,0.0,0.32973245,0.22883584,0.0,0.0,0.056192085,0.28146803
405,638,25,0.016680492,0.1600631,0.1562532,0.0,0.0,0.0,0.0,0.14245707,0.0,0.004786309,0.12446367,0.03625901,0.0,0.0,0.15025768,0.20877956
402,453,25,0.018894294,0.16548099,0.15156291,0.0,0.0,0.0,0.0,0.14340654,0.0,0.0062933234,0.12997955,0.03117726,0.0,0.0,0.14727956,0.20592563
169,656,25,0.0,0.0,0.054447286,0.0,0.0,0.0,0.0,0.14800294,0.0,0.0,0.32820305,0.15272644,0.0,0.0,0.071518816,0.24510139
428,355,25,0.0,0.0,0.15457189,0.11307862,0.0,0.0,0.0,0.0,0.0,0.0,0.027995953,0.3020694,0.0,0.0038343905,0.1459678,0.25248197
343,675,25,0.0,0.0,0.0957335,0.13193744,0.0,0.046801716,0.0,0.0,0.0,0.0,0.04452841,0.3160217,0.0,0.008643833,0.037087742,0.3192456
426,237,25,0.0,0.085939474,0.16424762,0.0,0.0,0.0,0.0,0.15609677,0.0,0.0,0.13378207,0.094195455,0.0,0.0,0.14367077,0.22206786
431,540,25,0.0,0.13140379,0.107347496,0.0,0.014130129,0.0,0.0,0.13276373,0.0,0.0,0.28613868,0.052105784,0.0,0.0,0.076508634,0.19960178
254,462,25,0.0,0.0,0.067063875,0.07198992,0.0,0.028175317,0.0,0.0,0.0,0.0,0.09846988,0.3471726,0.0,0.0,0.042833116,0.3442953
355,417,25,0.025559464,0.21231122,0.0962026,0.0,0.0,0.0,0.0,0.15626623,0.0,0.011765598,0.22361894,0.0,0.0,0.0,0.100910015,0.17336598
205,673,25,0.0,0.0,0.047553945,0.0,0.0,0.0,0.0,0.06043716,0.0,0.0,0.22343174,0.2638312,0.0,0.0,0.07739769,0.32734835
82,223,25,0.0,0.15064958,0.094129756,0.0,0.0,0.0,0.0,0.19122243,0.0,0.0,0.29687893,0.017403532,0.0,0.0,0.05226821,0.19744751
89,370,25,0.0,0.06270907,0.11964291,0.0,0.0,0.0,0.0,0.1863006,0.0,0.0,0.22381562,0.07590264,0.0,0.0,0.09563267,0.2359965
167,432,25,0.0,0.0,0.06873127,0.0,0.0,0.0,0.0,0.11725242,0.0,0.0,0.2408429,0.19559085,0.0,0.0,0.10633241,0.2712501
288,509,25,0.0,0.0,0.075594574,0.15352997,0.0,0.051042564,0.0,0.0,0.0,0.029131005,0.06881309,0.32525265,0.0,0.0,0.017852828,0.2787833
463,202,25,0.0,0.0,0.1381883,0.06778298,0.0,0.0,0.0,0.02620667,0.0,0.0,0.06976276,0.30492222,0.0,0.0,0.11768973,0.27544737
361,503,25,0.0,0.036813658,0.07829197,0.0,0.0,0.0,0.0,0.17283137,0.0,0.0,0.3062735,0.10470667,0.0,0.0,0.0730195,0.22806332
32,458,25,0.0,0.0,0.04750381,0.0,0.0,0.0,0.0,0.12253407,0.0,0.0,0.30770802,0.18350692,0.0,0.0,0.08128908,0.25745812
413,240,25,0.0,0.1257937,0.17051625,0.0,0.0,0.0,0.0,0.1430519,0.0,0.0,0.11555255,0.068541296,0.0,0.0,0.15811452,0.21842971
462,664,25,0.0,0.040051017,0.11822258,0.0,0.0,0.0,0.0,0.13570732,0.0,0.0,0.21387593,0.12826476,0.0,0.0,0.13064672,0.23323166
415,96,25,0.0,0.1260147,0.17223416,0.0,0.0,0.0,0.0,0.14223091,0.0,0.0,0.11229479,0.06801791,0.0,0.0,0.15943332,0.21977425
310,519,25,0.0,0.0,0.12503356,0.24064003,0.0,0.06998454,0.0,0.0,0.0,0.08203511,0.011273868,0.2376223,0.0,0.0045550824,0.039452955,0.1894025
432,54,25,0.0,0.0,0.2124003,0.058342308,0.0,0.0,0.0,0.08644791,0.0,0.0,0.014907106,0.20321961,0.0,0.0,0.17168227,0.25300053
181,368,25,0.0,0.0,0.0032632144,0.0,0.0,0.009443669,0.0,0.020550355,0.0,0.0,0.32280576,0.29442784,0.0,0.0,0.022613697,0.32689548
359,72,25,0.0,0.14831461,0.1282381,0.0,0.0,0.0,0.0,0.17055918,0.0,0.004484336,0.21629974,0.03186871,0.0,0.0,0.09908902,0.20114627
103,495,25,0.00405339,0.22288638,0.21148592,0.010462127,0.0,0.0,0.0,0.049046244,0.0,0.0,0.0153355,0.08933473,0.0,0.0,0.21924448,0.17815123
57,525,25,0.0,0.0,0.120888144,0.0,0.0,0.0,0.0,0.13067752,0.0,0.0,0.1417046,0.19270965,0.0,0.0,0.15119629,0.26282382
214,330,25,0.0,0.0,0.063215725,0.0,0.0,0.0,0.0,0.07870421,0.0,0.0,0.21419229,0.24613516,0.0,0.0,0.097240865,0.30051178
377,551,25,0.0,0.017236626,0.14777346,0.0,0.0,0.0,0.0,0.15823649,0.0,0.0,0.14270592,0.13771012,0.0,0.0,0.14476359,0.25157374
280,350,25,0.0,0.0,0.07184844,0.11433241,0.0,0.044579323,0.0,0.0,0.0,0.0,0.06839548,0.3417859,0.0,0.0,0.024833567,0.3342249
224,130,25,0.0,0.0,0.047806248,0.0,0.0,0.0,0.0,0.028003475,0.0,0.0,0.20638604,0.3133392,0.0,0.0,0.07231134,0.33215374
171,584,25,0.023774745,0.23896636,0.19380882,0.0,0.0,0.0,0.0,0.059834015,0.0,0.0,0.033853367,0.054340307,0.0,0.0,0.21919394,0.17622845
257,461,25,0.0,0.0,0.07028856,0.098542675,0.0,0.037944216,0.0,0.0,0.0,0.0,0.08180612,0.34679437,0.0,0.0,0.033297185,0.33132678
57,112,25,0.0,0.15882993,0.09991188,0.0,0.0,0.0,0.0,0.17837259,0.0,0.000359592,0.28746185,0.03375415,0.0,0.0,0.0619425,0.17936753
409,253,25,0.016680492,0.1600631,0.1562532,0.0,0.0,0.0,0.0,0.14245707,0.0,0.004786309,0.12446367,0.03625901,0.0,0.0,0.15025768,0.20877956
232,250,25,0.0,0.0,0.05622229,0.0097815255,0.0,0.004180031,0.0,0.020546261,0.0,0.0,0.15551095,0.32488564,0.0,0.0,0.06453599,0.3643373
250,408,25,0.0,0.0,0.056776926,0.013205009,0.0,0.0051656426,0.0,0.017240314,0.0,0.0,0.15379806,0.3287525,0.0,0.0,0.06448277,0.3605788
88,279,25,0.0122982245,0.15433715,0.1568599,0.0,0.0,0.0,0.0,0.14336155,0.0,0.0056908866,0.12762502,0.041850317,0.0,0.0,0.14980355,0.2081734
286,564,25,0.0,0.0,0.024889369,0.066145554,0.0,0.048337996,0.0,0.0,0.0,0.0,0.17675553,0.3202953,0.0,0.0,0.003025271,0.36055094
234,133,25,0.0,0.0,0.05701191,0.011716488,0.0,0.0045770756,0.0,0.019430282,0.0,0.0,0.15351962,0.3263564,0.0,0.0,0.06490096,0.36248735
404,527,25,0.0,0.007936957,0.1824419,0.066943385,0.0,0.0,0.0,0.0790789,0.0,0.0,0.055246703,0.20987253,0.0,0.0,0.16254045,0.23593913
427,336,25,0.025276797,0.24454987,0.19546847,0.0,0.0,0.0,0.0,0.050320648,0.0,0.0,0.028140534,0.062366806,0.0,0.0,0.22520748,0.16866937
202,44,25,0.0,0.0,0.041871328,0.0,0.0,0.0,0.0,0.048954576,0.0,0.0,0.25194418,0.28030375,0.0,0.0,0.07404278,0.3028834
314,415,25,0.0,0.0,0.13735747,0.17776561,0.0,0.035768583,0.0,0.0,0.0,0.005744394,0.020769442,0.29380834,0.0,0.01378085,0.06637265,0.24863267
362,77,25,0.00965724,0.1654444,0.14010458,0.0,0.0,0.0,0.0,0.1551536,0.0,0.0060761916,0.16877037,0.023995053,0.0,0.0,0.12793918,0.20285939
92,378,25,0.0,0.060721252,0.13748926,0.0,0.0,0.0,0.0,0.17420435,0.0,0.0,0.18907346,0.092453524,0.0,0.0,0.115881845,0.23017623
71,188,25,0.0,0.0012149154,0.13960356,0.005241538,0.0,0.0,0.0,0.123811394,0.0,0.0,0.14312631,0.1895788,0.0,0.0,0.1511713,0.24625213
277,690,25,0.0,0.0,0.073857926,0.09598943,0.0,0.036975674,0.0,0.0004369363,0.0,0.0,0.072918594,0.34009677,0.0,0.0,0.031749174,0.34797552
441,553,25,0.0,0.013109401,0.11674932,0.0,0.0,0.0,0.0,0.15822382,0.0,0.0,0.19299527,0.14107963,0.0,0.0,0.12700167,0.2508408
432,297,25,0.0,0.12308651,0.21445806,0.005817985,0.0,0.0,0.0,0.09957929,0.0,0.0,0.024636442,0.10661131,0.0,0.0,0.19493844,0.23087199
186,436,25,0.0,0.0,0.07192173,0.0,0.0,0.0,0.0,0.08926331,0.0,0.0,0.21163245,0.23499621,0.0,0.0,0.10951006,0.2826762
205,253,25,0.0,0.0,0.031883672,0.0,0.0,0.0,0.0,0.029804658,0.0,0.0,0.21719138,0.2975578,0.0,0.0,0.04761604,0.37594646
344,200,25,0.0,0.104179345,0.09566284,0.0,0.0,0.0,0.0,0.19392547,0.0,0.0,0.2837793,0.045291927,0.0,0.0,0.061776865,0.21538423
358,486,25,0.0,0.0,0.059571646,0.0,0.0,0.0,0.0,0.15132725,0.0,0.0,0.32267314,0.15182194,0.0,0.0,0.07317872,0.24142732
46,70,25,0.0,0.0,0.013483993,0.0,0.0,0.0,0.0,0.10468648,0.0,0.0,0.39392918,0.2038509,0.0,0.0,0.033742506,0.250307
214,275,25,0.0,0.0,0.061741877,0.0,0.0,0.0,0.0,0.041358903,0.0,0.0,0.19937333,0.3011788,0.0,0.0,0.0897319,0.30661517
284,262,25,0.0,0.0,0.073130354,0.02548984,0.0,0.0051098755,0.0,0.030258872,0.0,0.0,0.113613464,0.3179495,0.0,0.0,0.072562784,0.36188537
82,468,25,0.02902334,0.18146963,0.14808044,0.0,0.0,0.0,0.0,0.13480045,0.0,0.0073503065,0.11983894,0.023480536,0.0,0.0,0.15457048,0.20138592
436,88,25,0.0,0.063493475,0.15397792,0.0,0.0,0.0,0.0,0.16519102,0.0,0.0,0.1523475,0.099827334,0.0,0.0,0.13435186,0.23081087
447,509,25,0.017124059,0.26073244,0.20623638,0.029340575,0.0,0.0,0.0,0.00025300353,0.0,0.0,0.0,0.109308064,0.0,0.0,0.24656686,0.13043858
67,141,25,0.053274017,0.21326613,0.14100312,0.01134311,0.0,0.0,0.0,0.09455186,0.0,0.0052405237,0.106930174,0.03588046,0.0,0.0,0.17755352,0.16095701
422,392,25,0.0,0.054221515,0.1440465,0.0,0.0,0.0,0.0,0.17059226,0.0,0.0,0.1719513,0.100558855,0.0,0.0,0.1243273,0.23430221
418,476,25,0.02384538,0.17527398,0.14702648,0.0,0.0,0.0,0.0,0.14095008,0.0,0.008459064,0.13034749,0.024180071,0.0,0.0,0.14788084,0.20203657
396,145,25,0.026343169,0.1801369,0.1489075,0.0,0.0,0.0,0.0,0.13538694,0.0,0.009369981,0.12299488,0.023393644,0.0,0.0,0.15334144,0.20012552
254,121,25,0.0,0.0,0.07479091,0.049860742,0.0,0.0147637855,0.0,0.016717564,0.0,0.0,0.097059995,0.332301,0.0,0.0,0.059663985,0.35484195
391,312,25,0.025453726,0.18981577,0.12797476,0.0,0.0,0.0,0.0,0.1492278,0.0,0.009774953,0.16625439,0.009094556,0.0,0.0,0.12961069,0.1927934
69,654,25,0.0,0.0,0.0,0.118603736,0.0,0.07661085,0.0,0.0,0.0,0.0,0.3493651,0.23081958,0.0,0.0,0.0,0.22460069
138,376,25,0.0,0.022754762,0.1936617,0.0077338745,0.0,0.0,0.0,0.13282442,0.0,0.0,0.06511024,0.15109584,0.0,0.0,0.17139715,0.25542197
365,428,25,0.046855364,0.21218269,0.12031166,0.0,0.0,0.0,0.0,0.13610187,0.0,0.009979489,0.14708051,0.0035296872,0.0,0.0,0.14196335,0.18199535
236,275,25,0.0,0.0,0.05710089,0.011710437,0.0,0.004476562,0.0,0.019539602,0.0,0.0,0.15366225,0.32630056,0.0,0.0,0.065204315,0.36200538
276,128,25,0.0,0.0,0.095535226,0.06556993,0.0,0.009178927,0.0,0.022216711,0.0,0.0,0.07672624,0.32521433,0.0,0.0,0.071796514,0.3337622
160,238,25,0.017020352,0.1610972,0.15938461,0.0,0.0,0.0,0.0,0.13906918,0.0,0.0039426098,0.11784497,0.036757085,0.0,0.0,0.1548524,0.21003151
121,376,25,0.0,0.052204646,0.14638695,0.0,0.0,0.0,0.0,0.1675307,0.0,0.0,0.16562632,0.10610117,0.0,0.0,0.12820138,0.23394878
69,642,25,0.15785329,0.27551106,0.009097005,0.08702858,0.0,0.044802424,0.0,0.049487766,0.0,0.0,0.17775542,0.0,0.0,0.0,0.12813103,0.07033337
201,444,25,0.0,0.0,0.0784223,0.0,0.0,0.0,0.0,0.066307425,0.0,0.0,0.15750198,0.27251342,0.0,0.0,0.10480255,0.3204523
137,333,25,0.027113197,0.22419362,0.18598771,0.07954864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15772,0.0,0.0,0.24378917,0.081647746
316,289,25,0.0,0.0,0.13857393,0.06941129,0.0,0.0,0.0,0.051358335,0.0,0.0,0.07660583,0.2784255,0.0,0.0,0.12972136,0.25590378
84,432,25,0.016001837,0.15847053,0.15837486,0.0,0.0,0.0,0.0,0.14153253,0.0,0.003909189,0.12153941,0.03784427,0.0,0.0,0.15210967,0.21021768
323,517,25,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
447,435,25,0.008330488,0.14357634,0.17269115,0.0,0.0,0.0,0.0,0.13726343,0.0,0.0,0.10566157,0.0518933,0.0,0.0,0.16173953,0.21884412
251,209,25,0.0,0.0,0.04930984,0.042497832,0.0,0.02219058,0.0,0.0,0.0,0.0,0.15443778,0.3400322,0.0,0.0,0.04217109,0.34936076
213,490,25,0.0,0.0,0.03718125,0.0,0.0,0.0,0.0,0.059272528,0.0,0.0,0.253774,0.26061705,0.0,0.0,0.068608336,0.3205469
244,565,25,0.0,0.0,0.05677182,0.014453445,0.0,0.0059369574,0.0,0.01638558,0.0,0.0,0.15265012,0.32913828,0.0,0.0,0.063260034,0.36140376
294,349,25,0.0,0.0,0.071327955,0.17912835,0.0,0.06466362,0.0,0.0,0.0,0.047214545,0.074119195,0.30748716,0.0,0.0,0.009905236,0.24615405
79,590,25,0.024953574,0.20098448,0.113617525,0.0,0.0,0.0,0.0,0.15431075,0.0,0.009854637,0.19377017,0.0012833563,0.0,0.0,0.1154931,0.18573242
131,437,25,0.0,0.15417771,0.21345645,0.00616695,0.0,0.0,0.0,0.08527137,0.0,0.0,0.023765339,0.10005554,0.0,0.0,0.2013162,0.21579054
207,397,25,0.0,0.0,0.054432828,0.008379906,0.0,0.0046734773,0.0,0.020239744,0.0,0.0,0.1570331,0.3242428,0.0,0.0,0.061371,0.36962712
472,481,25,0.0,0.1919831,0.21713787,0.030074136,0.0,0.0,0.0,0.035209607,0.0,0.0,0.0,0.1329149,0.0,0.0,0.21656537,0.17611498
310,113,25,0.0,0.0,0.13709722,0.112221174,0.0,0.0052973996,0.0,0.018017676,0.0,0.0,0.046563413,0.31604195,0.0,0.0,0.09179822,0.27296296
100,480,25,0.0051181274,0.18062657,0.20598961,0.0,0.0,0.0,0.0,0.08227526,0.0,0.0,0.03348415,0.08228288,0.0,0.0,0.20300099,0.20722245
470,392,25,0.0,0.0034124204,0.21593153,0.0354742,0.0,0.0,0.0,0.10703018,0.0,0.0,0.021178046,0.17705062,0.0,0.0,0.17678896,0.2631341
163,386,25,0.0,0.0,0.061858155,0.0,0.0,0.0,0.0,0.15059459,0.0,0.0,0.31723097,0.15641177,0.0,0.0,0.07630388,0.23760068
130,87,25,0.01893813,0.16766845,0.17090009,0.0,0.0,0.0,0.0,0.123478025,0.0,0.0,0.09289188,0.04110645,0.0,0.0,0.17307158,0.2119453
50,290,25,0.0,0.18667181,0.072477855,0.0,0.0,0.0,0.0,0.1874311,0.0,0.00218389,0.33551157,0.0,0.0,0.0,0.036932696,0.17879115
52,180,25,0.0,0.0,0.1502942,0.03918538,0.0,0.0,0.0,0.105353326,0.0,0.0,0.08616034,0.20823957,0.0,0.0,0.15080662,0.2599606
462,120,25,0.0,0.1395844,0.2159997,0.010653115,0.0,0.0,0.0,0.08659047,0.0,0.0,0.018042369,0.11021846,0.0,0.0,0.19985515,0.21905638
378,668,25,0.117678136,0.2647618,0.042075906,0.016453149,0.0,0.0,0.0,0.112577625,0.0,0.0,0.19890743,0.0,0.0,0.0,0.13359718,0.11394875
346,44,25,0.0,0.038766794,0.10882613,0.0,0.0,0.0,0.0,0.17879356,0.0,0.0,0.22898012,0.10503632,0.0,0.0,0.099420495,0.24017651
178,99,25,0.0,0.0,0.056517664,0.0,0.0,0.0,0.0,0.08761463,0.0,0.0,0.23386689,0.23063007,0.0,0.0,0.09421046,0.29716033
292,407,25,0.0,0.0,0.074833184,0.15602782,0.0,0.06043213,0.0,0.0,0.0,0.018088019,0.05179895,0.32196453,0.0,0.0,0.017604744,0.29925057
382,387,25,0.0,0.042559568,0.14816973,0.0,0.0,0.0,0.0,0.16715848,0.0,0.0,0.1573887,0.111755654,0.0,0.0,0.13230278,0.24066506
384,136,25,0.01960069,0.19185612,0.123091534,0.0,0.0,0.0,0.0,0.15358566,0.0,0.009848295,0.18282324,0.006907126,0.0,0.0,0.12108244,0.191205
32,405,25,0.0,0.016638273,0.038806833,0.0,0.0,0.0,0.0,0.15099297,0.0,0.0,0.3866479,0.13781789,0.0,0.0,0.03750168,0.23159449
311,125,25,0.0,0.0,0.14720277,0.16325788,0.0,0.023617946,0.0,0.0062815603,0.0,0.0,0.02692637,0.29818705,0.0,0.006329237,0.0799557,0.24824145
409,372,25,0.0,0.0,0.14380719,0.0,0.0,0.0,0.0,0.1340004,0.0,0.0,0.12730767,0.18411155,0.0,0.0,0.15784487,0.25292835
308,684,25,0.0,0.0,0.12408708,0.23112588,0.0,0.06899352,0.0,0.0,0.0,0.062476397,0.008176363,0.25431183,0.0,0.011344,0.033674642,0.20581019
350,28,25,0.0,0.0,0.038535617,0.0,0.0,0.0,0.0,0.10992954,0.0,0.0,0.32895145,0.18978685,0.0,0.0,0.070307955,0.26248863
462,283,25,0.0,0.10204139,0.21456116,0.1164005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20722905,0.0,0.0,0.21552856,0.1442393
98,129,25,0.016680492,0.1600631,0.1562532,0.0,0.0,0.0,0.0,0.14245707,0.0,0.004786309,0.12446367,0.03625901,0.0,0.0,0.15025768,0.20877956
126,679,25,0.0,0.0,0.051049493,0.0,0.0,0.0,0.0,0.11050303,0.0,0.0,0.30189982,0.18306796,0.0,0.0,0.09240768,0.261072
