x,y,r,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
1579,1723,75,0.0,0.058875035,0.21450055,0.083762944,0.0,0.0,0.0,0.039283086,0.0,0.0,0.0,0.2060263,0.0,0.0,0.1960099,0.20154214
700,1618,75,0.0,0.024739437,0.11150018,0.0,0.0,0.0,0.0,0.16621335,0.0,0.0,0.22376265,0.123532444,0.0,0.0,0.11255706,0.23769492
527,735,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
474,1421,75,0.035327327,0.2117709,0.11221499,0.0,0.0,0.0,0.0,0.14529634,0.0,0.0127667375,0.18057595,0.0,0.0,0.0,0.12394887,0.1780989
337,492,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
205,235,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1796,202,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
471,498,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
210,341,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1371,661,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
709,1447,75,0.0,0.0,0.06324761,0.009403751,0.0,0.0,0.0,0.026530523,0.0,0.0,0.16572753,0.32243687,0.0,0.0,0.083131135,0.32952264
143,194,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
841,186,75,0.0,0.0,0.058661193,0.0071659107,0.0,0.0,0.0,0.024318937,0.0,0.0,0.17074694,0.32377446,0.0,0.0,0.07858047,0.3367521
593,392,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1425,860,75,0.0,0.0,0.050853074,0.0,0.0,0.0,0.0,0.035127133,0.0,0.0,0.17368397,0.30386356,0.0,0.0,0.06537071,0.37110156
1610,270,75,0.06188401,0.33523193,0.18544938,0.0,0.00697995,0.0,0.0,0.0,0.0,0.0,0.0,0.05490103,0.0,0.0,0.2727825,0.08277121
1600,962,75,0.0,0.0,0.071589336,0.0,0.0,0.0,0.0,0.10046448,0.0,0.0,0.23560238,0.22094135,0.0,0.0,0.111038856,0.26036355
1258,142,75,0.0,0.0,0.05505477,0.0,0.0,0.0,0.0,0.1365125,0.0,0.0,0.30066618,0.17062965,0.0,0.0,0.08347568,0.25366116
268,472,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1000,2019,75,0.0,0.038164265,0.107491605,0.0,0.0,0.0,0.0,0.14534578,0.0,0.0,0.22239056,0.12910928,0.0,0.0,0.12251668,0.23498186
400,1956,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
501,1915,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
620,1873,75,0.13530469,0.27168456,0.034369346,0.014614773,0.0,0.0,0.0,0.108537555,0.0,0.0,0.18386525,0.0,0.0,0.0,0.139339,0.112284854
1617,659,75,0.0,0.0,0.043467633,0.23033193,0.0,0.11614765,0.0,0.0,0.0,0.06278184,0.09382651,0.2377972,0.0,0.0,0.0,0.21564727
1021,553,75,0.0,0.0,0.09059676,0.033492997,0.0,0.0006676034,0.0,0.041928835,0.0,0.0,0.09707884,0.3074796,0.0,0.0,0.09316488,0.33559045
1476,1078,75,0.059339717,0.32931727,0.18587038,0.0,0.014894938,0.0,0.0,0.0,0.0,0.0,0.0,0.058872864,0.0,0.0,0.2707402,0.080964655
1262,1428,75,0.0,0.07356261,0.12831104,0.0,0.0,0.0,0.0,0.15147053,0.0,0.0,0.20229328,0.11392492,0.0,0.0,0.11227362,0.21816404
921,521,75,0.0,0.0,0.052818604,0.0,0.0,0.0,0.0,0.10784303,0.0,0.0,0.28008923,0.20375894,0.0,0.0,0.09185461,0.26363564
1711,1250,75,0.0,0.0,0.05312913,0.0,0.0,0.0,0.0,0.13265294,0.0,0.0,0.3035084,0.1743917,0.0,0.0,0.08237254,0.25394526
1122,353,75,0.0,0.0,0.04577194,0.096101835,0.0,0.046326064,0.0,0.0,0.0,0.0,0.12776054,0.34349507,0.0,0.0,0.01601669,0.32452786
448,2034,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1540,1851,75,0.006774687,0.16836801,0.20281515,0.004154191,0.0,0.0,0.0,0.08692912,0.0,0.0,0.039534893,0.085040204,0.0,0.0,0.19927126,0.2071125
1312,1958,75,0.15551233,0.28257135,0.020233465,0.03133321,0.0,0.0,0.0,0.09249841,0.0,0.0,0.18121296,0.0,0.0,0.0,0.14317678,0.09346155
229,1060,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1358,330,75,0.0,0.0,0.05228549,0.0,0.0,0.0,0.0,0.10525854,0.0,0.0,0.27910596,0.20655893,0.0,0.0,0.09160427,0.26518688
708,1980,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1693,1616,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
356,1900,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
114,1748,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
986,1131,75,0.0,0.0,0.05391485,0.029266924,0.0,0.018290909,0.0,0.012312772,0.0,0.0,0.13652748,0.32199088,0.0,0.0,0.039312992,0.38838327
1734,1962,75,0.0,0.0,0.17442988,0.15576023,0.0,0.018624296,0.0,0.014109203,0.0,0.009405044,0.021365201,0.273408,0.0,0.0,0.12432016,0.20857795
405,985,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
298,1619,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
284,2023,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1741,563,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1341,1803,75,0.031005321,0.1903006,0.13583629,0.0,0.0,0.0,0.0,0.14109924,0.0,0.010240179,0.14013952,0.013941175,0.0,0.0,0.14274734,0.19469033
95,384,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
278,956,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1561,1056,75,0.02701535,0.29113528,0.19679241,0.0,0.0,0.0,0.0,0.016848195,0.0,0.0,0.023261907,0.038680103,0.0,0.0,0.25082934,0.15543744
1677,310,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1354,1740,75,0.019968793,0.16658299,0.15210569,0.0,0.0,0.0,0.0,0.14212418,0.0,0.0065350397,0.1267629,0.031154692,0.0,0.0,0.1489971,0.20576856
896,1901,75,0.058650713,0.32910845,0.18616405,0.0,0.013338741,0.0,0.0,0.0,0.0,0.0,0.0,0.058221277,0.0,0.0,0.27070385,0.08381292
1154,751,75,0.062204737,0.3337235,0.18464735,0.0,0.01017128,0.0,0.0,0.0,0.0,0.0,0.0,0.05583697,0.0,0.0,0.27180853,0.08160765
89,104,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
302,1423,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
293,1873,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
842,929,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
383,1966,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
309,323,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
603,1525,75,0.0,0.123687424,0.15891927,0.0,0.0,0.0,0.0,0.15285394,0.0,0.0031918383,0.13939318,0.06271399,0.0,0.0,0.14392543,0.21531495
450,456,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
191,1543,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1514,1229,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1588,1660,75,0.0,0.0,0.21203502,0.08506868,0.0,0.0,0.0,0.06963537,0.0,0.0,0.002242224,0.20827585,0.0,0.0,0.17692517,0.24581774
1367,1420,75,0.0,8.723458e-05,0.15396981,0.0,0.0,0.0,0.0,0.13537546,0.0,0.0,0.12197602,0.17271878,0.0,0.0,0.161321,0.2545518
912,580,75,0.0,0.0,0.07413812,0.0,0.0,0.0,0.0,0.14932528,0.0,0.0,0.25951988,0.16244832,0.0,0.0,0.10341414,0.2511542
1874,1489,75,0.0,0.0,0.088234514,0.20520516,0.0,0.070109144,0.0,0.0,0.0,0.05840022,0.045672305,0.28594074,0.0,0.0012604675,0.015480796,0.22969668
181,1534,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
394,1022,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1348,910,75,0.0,0.0,0.06624762,0.010477423,0.0,0.0026877185,0.0,0.035563234,0.0,0.0,0.13562477,0.3089888,0.0,0.0,0.07232657,0.3680838
601,479,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
892,1170,75,0.0,0.0,0.053117476,0.005160262,0.0,0.004794097,0.0,0.024882562,0.0,0.0,0.15731661,0.31553203,0.0,0.0,0.057091087,0.38210595
256,178,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
559,1267,75,0.0,0.0,0.08447505,0.0013755572,0.0,0.0,0.0,0.061315905,0.0,0.0,0.1745784,0.28165197,0.0,0.0,0.11276517,0.283838
1210,813,75,0.0,0.20777483,0.18200323,0.0,0.07090851,0.0,0.0,0.022580761,0.0,0.0,0.10024693,0.07343342,0.0,0.019208744,0.17454076,0.1493028
1240,799,75,0.0,0.09689327,0.08223003,0.0,0.0,0.0,0.0,0.08287168,0.0,0.0,0.32795623,0.130821,0.0,0.0,0.07682169,0.20240605
1328,1458,75,0.0,0.0688318,0.11258775,0.0,0.0,0.0,0.0,0.1871728,0.0,0.0,0.24100104,0.07171307,0.0,0.0,0.0878222,0.23087138
1370,938,75,0.0,0.0,0.07643977,0.019111462,0.0,0.0,0.0,0.030948564,0.0,0.0,0.13511364,0.31847715,0.0,0.0,0.09136247,0.328547
954,1561,75,0.0,0.0,0.024393272,0.173511,0.0,0.092795976,0.0,0.0,0.0,0.023947023,0.12880576,0.2899064,0.0,0.0,0.0,0.2666405
248,370,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
696,436,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1642,374,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
281,1570,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1610,1304,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
824,1383,75,0.0,0.0,0.05701191,0.011716488,0.0,0.0045770756,0.0,0.019430282,0.0,0.0,0.15351962,0.3263564,0.0,0.0,0.06490096,0.36248735
110,1317,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1424,638,75,0.0,0.0,0.05067995,0.0,0.0,0.0,0.0,0.14095256,0.0,0.0,0.32410124,0.16335212,0.0,0.0,0.07268017,0.24823394
1604,972,75,0.0,0.0,0.06520435,0.0,0.0,0.0,0.0,0.10560118,0.0,0.0,0.252884,0.21169524,0.0,0.0,0.104919486,0.25969577
444,795,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1804,1352,75,0.0,0.0,0.04262107,0.06617961,0.0,0.035949063,0.0,0.0,0.0,0.0,0.15231015,0.34207997,0.0,0.0,0.028787635,0.33207253
681,1572,75,0.0,0.017315228,0.11167777,0.0,0.0,0.0,0.0,0.16189414,0.0,0.0,0.21641827,0.13538475,0.0,0.0,0.11828917,0.2390207
1715,1741,75,0.0,0.0064173117,0.033475146,0.0,0.0,0.0,0.0,0.1483322,0.0,0.0,0.38996837,0.14653179,0.0,0.0,0.037192427,0.23808278
1104,297,75,0.0,0.0,0.034618262,0.11324531,0.0,0.06011562,0.0,0.0,0.0,8.643694e-05,0.14122385,0.33350644,0.0,0.0,0.0,0.31720412
971,1132,75,0.0,0.0,0.050062552,0.014053051,0.0,0.01186967,0.0,0.017123787,0.0,0.0,0.15324877,0.31749818,0.0,0.0,0.045286562,0.39085737
1252,1658,75,0.034510944,0.20277254,0.12259126,0.0,0.0,0.0,0.0,0.14399289,0.0,0.012249825,0.1616594,0.0041263336,0.0,0.0,0.13222757,0.18586929
1678,1235,75,0.0,0.0007260492,0.07554202,0.0,0.0,0.0,0.0,0.16088259,0.0,0.0,0.28116354,0.14480956,0.0,0.0,0.09440239,0.24247393
131,313,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
513,241,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
709,911,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
677,816,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
307,850,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
463,417,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
338,1211,75,0.0,0.124342136,0.034505073,0.050112538,0.0,0.0064261784,0.0,0.08661217,0.0,0.0,0.4084132,0.09498872,0.0,0.0,0.0042880643,0.19031197
494,455,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1430,793,75,0.0,0.0,0.016679872,0.0,0.0,0.0,0.0,0.04433062,0.0,0.0,0.2812358,0.26771095,0.0,0.0,0.04010819,0.34993464
459,690,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
376,1476,75,0.12838162,0.28493768,0.06750749,0.003479327,0.0,0.0,0.0,0.08705901,0.0,0.0,0.1344097,0.0,0.0,0.0,0.1760549,0.11817022
627,1422,75,0.0,0.0,0.09509038,0.0,0.0,0.0,0.0,0.1251385,0.0,0.0,0.2170124,0.19918755,0.0,0.0,0.12683022,0.23674089
244,1124,75,0.059413895,0.33073384,0.18628988,0.0,0.008302138,0.0,0.0,0.0,0.0,0.0,0.0,0.059791505,0.0,0.0,0.27145195,0.08401684
1630,1344,75,0.0,0.03222416,0.03899966,0.0,0.0,0.0,0.0,0.13388589,0.0,0.0,0.39390957,0.138602,0.0,0.0,0.035752237,0.22662653
630,1469,75,0.0,0.009752205,0.107562415,0.0,0.0,0.0,0.0,0.15737918,0.0,0.0,0.21667083,0.1485098,0.0,0.0,0.121229775,0.23889577
1473,792,75,0.0,0.0,0.04015729,0.0,0.0,0.0,0.0,0.036263324,0.0,0.0,0.20167007,0.29479954,0.0,0.0,0.05922286,0.3678869
1052,1738,75,0.0,0.0,0.035133008,0.1344071,0.0,0.06604666,0.0,0.0,0.0,0.019543348,0.13848253,0.3214508,0.0,0.0,0.0,0.2849366
1085,1507,75,0.0,0.25477275,0.13882443,0.0,0.0,0.0,0.0,0.0928745,0.0,0.0,0.22076532,0.009801022,0.0,0.0,0.13006423,0.15289773
