x,y,r,building,road,none
524,756,30,0.0,0.28,0.72
1100,733,30,0.0,0.0,1.0
1778,435,30,0.0,0.0,1.0
1466,1257,30,0.0,0.0,1.0
598,2003,30,0.0,0.0,1.0
